"","thetaS_last_obs_p_mean","thetaI_last_obs_p_mean","thetaR_last_obs_p_mean","thetaS_last_obs_p_ci_low","thetaS_last_obs_p_ci_med","thetaS_last_obs_p_ci_up","thetaI_last_obs_p_ci_low","thetaI_last_obs_p_ci_med","thetaI_last_obs_p_ci_up","thetaR_last_obs_p_ci_low","thetaR_last_obs_p_ci_med","thetaR_last_obs_p_ci_up","R0_p_mean","R0_p_ci_low","R0_p_ci_med","R0_p_ci_up","gamma_p_mean","gamma_p_ci_low","gamma_p_ci_med","gamma_p_ci_up","beta_p_mean","beta_p_ci_low","beta_p_ci_med","beta_p_ci_up","incidence_mean","incidence_ci_low","incidence_ci_median","incidence_ci_up","thetaI_tp1_mean","thetaI_tp1_ci_low","thetaI_tp1_ci_med","thetaI_tp1_ci_up","thetaR_tp1_mean","thetaR_tp1_ci_low","thetaR_tp1_ci_med","thetaR_tp1_ci_up","Y_tp1_mean","Y_tp1_ci_low","Y_tp1_ci_med","Y_tp1_ci_up","R_tp1_mean","R_tp1_ci_low","R_tp1_ci_med","R_tp1_ci_up","thetaI_tp2_mean","thetaI_tp2_ci_low","thetaI_tp2_ci_med","thetaI_tp2_ci_up","thetaR_tp2_mean","thetaR_tp2_ci_low","thetaR_tp2_ci_med","thetaR_tp2_ci_up","Y_tp2_mean","Y_tp2_ci_low","Y_tp2_ci_med","Y_tp2_ci_up","R_tp2_mean","R_tp2_ci_low","R_tp2_ci_med","R_tp2_ci_up","thetaR_max_mean","thetaR_max_ci_low","thetaR_max_ci_med","thetaR_max_ci_up","cumInf_mean","cumInf_ci_low","cumInf_ci_med","cumInf_ci_up","dthetaI_tp1_date","first_tp_mean","first_tp_ci_low","first_tp_ci_med","first_tp_ci_up","dthetaI_tp2_date","second_tp_mean","second_tp_ci_low","second_tp_ci_med","second_tp_ci_up","end_p_mean","end_p_ci_low","end_p_ci_med","end_p_ci_up","begin_str"
"1",0.999445236846438,0.000472468004293042,8.22951492688157e-05,0.999319186244836,0.999446236042059,0.999575949715317,0.000354865682990527,0.000470497489200462,0.000594225814843768,4.29432265497792e-05,8.00250136589562e-05,0.000128833073464963,4.44338754138705,2.41162124969919,4.32960017055537,7.26650178597121,0.0488792382904527,0.0244810081420809,0.0479257607348254,0.0767247077727467,0.213175458397942,0.0842396906591591,0.209108821418941,0.363859691869692,0.000928598712154843,0,0.000461854793322114,0.00426812860226532,0.000277877098212621,0.00021087936906871,0.000276412185417861,0.000353995092205017,2.57078466644902e-05,8.91497624198401e-06,2.42016641083294e-05,4.95110055046971e-05,NA,NA,NA,NA,0.000726694794395981,0,0.000476657586269801,0.0029546470102229,0.000459488405091792,0.000302428100265958,0.000453743844911709,0.000633713199496581,0.000104888925028463,4.20388785844714e-05,0.000101349601855247,0.00018730968332116,0.000457981661082805,0.000246755247092554,0.000454172459603476,0.000699911835487148,0.000104715695489188,2.46853988574772e-05,9.57290091103025e-05,0.0002305380123573,0.000910942895469349,0,0.000460536304662844,0.00422904133603451,0.000928598712154844,0,0.000461854793322222,0.00426812860226528,"02/04/20","02/05/20","02/01/20","02/05/20","02/10/20","02/12/20","02/09/20","02/05/20","02/10/20","02/12/20","04/28/20","03/06/20","04/18/20","07/30/20","01/13/2020"
